id_vendita,data,id_prodotto,id_farmacia,quantità,prezzo_unitario,id_cliente
663,2023-05-01,10,2,5,38.42,144
664,2024-06-10,14,5,6,12.30,181
665,2023-10-18,16,2,2,35.91,139
666,2024-03-30,9,1,8,3.92,99
667,2023-02-25,28,4,3,35.87,162
668,2024-12-07,29,5,6,33.06,183
669,2024-11-17,6,4,10,32.89,179
670,2024-04-24,30,3,8,38.00,37
671,2024-09-23,24,4,3,27.28,84
672,2024-04-09,2,1,8,20.19,44
673,2023-10-17,39,5,3,17.42,183
674,2023-04-20,36,1,5,17.23,106
675,2023-09-02,16,5,3,16.59,88
676,2023-08-02,38,4,7,15.00,178
677,2023-08-30,5,5,8,24.65,84
678,2024-07-22,29,2,5,4.65,28
679,2024-12-02,25,3,8,4.34,56
680,2023-05-23,1,2,3,13.08,158
681,2024-08-14,13,2,6,32.19,174
682,2023-11-08,23,1,10,9.73,131
683,2024-02-18,19,1,6,38.78,1
684,2024-12-21,23,1,5,10.94,180
685,2024-08-27,21,4,7,22.71,170
686,2023-06-27,9,2,9,37.13,107
687,2023-06-07,9,2,1,2.60,185
688,2024-05-13,28,2,2,32.63,117
689,2024-12-13,28,5,3,18.12,116
690,2024-01-29,15,2,7,23.96,188
691,2023-08-31,33,3,7,23.90,9
692,2023-02-08,31,3,2,38.55,21
693,2023-05-26,34,3,8,21.89,157
694,2023-04-01,31,1,9,13.87,14
695,2023-12-18,1,4,8,19.83,188
696,2023-12-06,23,3,5,28.41,153
697,2023-11-08,37,3,1,23.97,147
698,2023-02-22,19,5,1,5.14,130
699,2023-03-20,17,2,10,34.60,4
700,2023-04-25,12,5,3,16.05,45
701,2023-09-25,16,4,3,34.76,88
702,2023-03-28,39,2,8,17.69,99
703,2023-09-01,29,2,4,33.99,14
704,2024-10-19,8,1,3,20.10,122
705,2024-06-29,25,4,8,22.16,112
706,2023-01-13,29,4,6,27.95,11
707,2023-04-10,23,4,10,34.62,86
708,2023-10-04,7,3,10,31.38,192
709,2023-09-05,38,2,9,28.23,47
710,2023-11-17,1,1,2,7.70,26
711,2024-06-21,29,3,4,11.57,9
712,2023-01-25,6,1,10,33.75,154
713,2024-10-15,8,1,10,26.94,166
714,2024-08-02,8,2,5,27.10,20
715,2024-10-16,18,4,6,31.67,71
716,2023-03-05,25,3,1,32.89,46
717,2024-03-27,32,2,10,26.53,28
718,2023-05-28,28,2,10,36.68,184
719,2023-09-23,3,1,2,11.52,115
720,2023-01-20,10,1,1,12.12,180
721,2023-12-04,37,1,9,31.30,123
722,2024-03-22,5,5,4,19.76,177
723,2024-05-08,37,5,6,13.51,15
724,2024-10-09,6,3,9,14.92,118
725,2023-10-24,13,2,9,16.60,49
726,2023-11-03,25,1,6,35.64,113
727,2023-07-14,3,2,1,24.53,126
728,2024-02-03,35,3,8,33.70,116
729,2023-01-17,22,1,6,3.63,31
730,2023-08-05,34,4,9,24.02,19
731,2023-02-07,10,4,1,36.88,12
732,2023-09-06,9,1,3,36.38,25
733,2024-04-12,11,5,2,6.04,128
734,2024-09-01,15,1,4,32.84,189
735,2024-11-25,21,1,10,14.22,55
736,2023-02-16,12,3,2,7.37,107
737,2023-06-22,24,5,3,37.18,11
738,2023-05-17,40,4,3,22.39,125
739,2023-03-24,1,2,2,24.56,73
740,2024-03-02,31,2,4,12.30,116
741,2024-02-26,12,5,1,29.25,157
742,2023-04-01,20,3,7,37.52,61
743,2023-07-16,34,1,10,30.92,139
744,2024-06-03,30,2,5,6.28,39
745,2024-12-02,32,2,3,3.64,166
746,2024-01-08,14,4,5,32.60,195
747,2024-04-09,7,1,9,31.85,125
748,2024-06-11,5,2,8,14.39,51
749,2024-11-24,15,1,6,11.01,106
750,2023-07-24,15,1,8,4.06,112
751,2023-05-29,40,4,3,7.18,185
752,2023-07-18,23,3,4,3.22,146
753,2023-03-03,9,1,8,8.51,88
754,2023-08-14,39,2,10,23.97,142
755,2023-08-24,27,5,8,10.22,122
756,2024-04-18,1,4,4,18.50,57
757,2024-08-28,37,1,7,3.52,121
758,2024-05-31,28,5,7,32.32,26
759,2024-04-08,16,1,9,28.34,105
760,2023-08-12,23,3,4,5.45,123
761,2024-11-16,11,4,10,2.93,117
762,2024-04-19,26,2,6,28.75,1
763,2024-10-04,25,3,9,18.18,70
764,2024-12-15,35,5,4,5.08,86
765,2023-02-26,24,1,2,19.68,11
766,2024-01-10,12,5,2,31.40,36
767,2023-12-09,35,1,8,30.59,180
768,2023-08-03,15,3,6,21.14,109
769,2023-10-11,5,3,6,21.06,32
770,2024-04-26,35,5,5,15.99,173
771,2024-12-10,13,4,2,36.12,74
772,2023-03-20,11,3,2,20.86,53
773,2024-06-17,2,3,7,22.57,34
774,2024-04-30,27,4,1,4.39,60
775,2024-06-16,22,4,10,26.55,84
776,2024-05-12,34,5,8,23.56,79
777,2023-06-25,15,4,6,31.25,13
778,2023-06-01,19,4,3,8.11,138
779,2023-10-20,12,2,3,3.56,82
780,2024-08-11,29,3,6,23.37,9
781,2024-11-12,23,2,6,39.07,137
782,2023-11-05,2,4,8,38.02,82
783,2023-06-09,35,5,6,13.23,75
784,2024-08-10,10,5,8,6.27,123
785,2023-02-11,36,1,5,9.19,159
786,2023-08-14,23,1,6,26.37,150
787,2024-06-23,18,2,1,34.28,174
788,2024-11-18,33,4,4,24.92,131
789,2023-02-27,24,4,3,18.25,99
790,2024-01-17,19,3,6,18.93,144
791,2023-03-31,29,4,8,32.62,109
792,2024-02-29,38,5,2,13.52,135
793,2023-12-10,38,4,2,34.00,164
794,2023-10-07,12,5,8,30.70,36
795,2023-07-24,25,3,9,33.27,78
796,2024-08-22,32,5,8,32.07,40
797,2023-09-26,31,1,5,20.69,177
798,2024-10-22,2,1,5,38.88,154
799,2024-01-06,31,5,7,25.86,122
800,2024-12-11,24,5,10,29.14,67
801,2023-06-16,4,2,6,28.34,92
802,2023-06-17,18,3,7,38.30,13
803,2023-10-24,34,1,9,25.87,196
804,2023-04-07,11,5,6,33.42,176
805,2023-11-05,24,1,9,33.29,4
806,2023-05-21,19,3,8,36.99,42
807,2023-04-15,10,5,4,32.21,144
808,2024-09-20,34,5,9,32.50,107
809,2024-04-16,8,2,1,13.84,93
810,2023-05-23,39,5,6,13.58,191
811,2023-05-02,9,2,4,9.97,21
812,2024-03-11,8,1,1,30.78,11
813,2023-07-21,3,5,10,6.52,65
814,2023-02-14,20,1,2,36.96,53
815,2024-08-24,12,3,1,34.14,72
816,2024-08-16,23,2,9,25.29,130
817,2024-08-06,7,5,1,29.20,73
818,2023-06-25,1,1,4,34.35,122
819,2024-01-11,38,2,8,6.08,91
820,2024-01-24,14,5,4,30.93,81
821,2023-05-07,8,5,3,15.73,74
822,2024-07-24,3,1,6,16.62,117
823,2024-09-06,20,4,4,13.04,110
824,2023-07-13,31,3,3,9.74,173
825,2024-05-18,7,4,8,27.71,31
826,2023-05-27,26,5,2,35.91,44
827,2023-03-08,13,3,4,39.65,32
828,2023-08-27,32,3,10,30.74,165
829,2024-02-14,31,5,7,21.43,38
830,2024-04-10,8,3,8,25.88,35
831,2023-01-31,4,1,8,38.94,98
832,2024-09-11,21,2,5,5.66,20
833,2024-11-07,32,4,4,20.92,130
834,2023-09-25,22,5,9,23.37,196
835,2023-02-02,8,4,8,16.30,118
836,2023-02-06,12,5,5,8.24,111
837,2023-05-18,25,4,2,20.64,142
838,2024-12-02,37,4,8,7.94,15
839,2024-02-05,32,5,7,15.41,73
840,2023-11-25,2,5,1,15.92,190
841,2024-08-20,22,4,2,39.69,106
842,2023-12-26,16,2,4,24.52,177
843,2023-03-09,8,3,3,31.46,84
844,2023-02-08,28,5,9,12.13,179
845,2024-04-25,2,3,7,14.25,26
846,2024-05-15,14,3,8,31.07,87
847,2023-06-20,20,3,7,26.15,20
848,2024-07-02,19,3,1,23.79,58
849,2024-10-01,6,5,2,12.39,146
850,2024-06-27,28,2,6,26.76,78
851,2024-05-31,28,5,6,17.29,160
852,2024-06-11,36,2,1,21.62,48
853,2024-08-13,14,4,5,22.24,158
854,2024-03-20,4,5,4,7.61,39
855,2024-12-02,28,4,6,36.62,163
856,2023-07-28,18,3,3,24.85,104
857,2023-09-02,10,2,1,33.43,119
858,2024-05-12,28,4,1,12.36,8
859,2023-09-22,36,2,1,20.46,6
860,2023-02-26,21,5,5,36.22,105
861,2024-01-08,6,4,3,23.70,129
862,2023-05-04,38,5,5,5.43,154
863,2023-05-06,22,5,7,30.27,109
864,2023-08-12,7,2,4,18.70,66
865,2024-08-26,32,5,6,6.29,140
866,2024-03-09,16,3,3,29.20,79
867,2023-01-22,39,1,1,31.97,62
868,2023-09-17,25,3,6,28.04,137
869,2023-08-31,25,1,7,36.88,78
870,2023-04-03,20,2,3,25.99,197
871,2024-10-21,3,3,2,37.74,121
872,2024-02-27,28,1,3,21.24,91
873,2024-03-06,36,3,8,30.96,165
874,2024-10-18,29,2,1,25.88,81
875,2024-08-12,8,2,4,38.85,167
876,2023-05-14,27,3,8,29.94,67
877,2023-06-27,38,3,5,17.75,47
878,2024-02-07,37,2,1,37.08,166
879,2024-09-18,15,1,8,28.65,44
880,2023-02-20,40,4,10,5.38,95
881,2023-06-24,8,1,9,36.96,117
882,2024-11-20,8,2,4,34.75,69
883,2023-10-22,32,4,3,9.85,56
884,2023-10-17,13,4,3,7.55,75
885,2023-09-26,40,4,4,28.00,118
886,2023-03-29,31,2,6,17.11,55
887,2024-12-31,28,5,5,23.17,14
888,2023-12-07,31,3,10,38.75,154
889,2024-12-27,3,1,5,16.48,102
890,2024-11-18,9,5,1,11.89,129
891,2024-05-19,30,2,2,22.16,37
892,2023-09-24,21,1,3,38.99,72
893,2024-01-05,19,3,10,37.22,133
894,2023-11-17,11,3,8,7.75,169
895,2024-10-13,4,2,3,8.96,121
896,2023-09-24,30,4,2,37.23,11
897,2024-03-28,36,4,8,34.14,38
898,2023-05-07,6,2,5,8.40,131
899,2023-10-07,38,2,10,2.16,197
900,2024-08-07,27,1,4,27.72,85
901,2023-01-27,8,4,6,38.15,83
902,2023-06-07,6,4,8,38.30,153
903,2024-11-04,22,1,10,14.35,188
904,2024-08-05,14,1,5,4.11,19
905,2024-07-14,25,1,7,11.12,198
906,2024-02-13,2,2,3,17.29,166
907,2024-10-31,8,3,8,29.96,80
908,2024-12-02,9,3,2,21.48,126
909,2024-04-01,31,3,10,5.43,109
910,2024-01-13,12,4,7,21.51,119
911,2024-11-23,10,4,9,21.94,75
912,2024-04-24,6,4,5,6.86,77
913,2023-09-12,28,3,10,4.91,12
914,2024-06-09,33,4,7,27.11,146
915,2023-09-17,17,5,2,2.62,190
916,2024-11-08,12,2,7,17.82,181
917,2023-11-01,38,4,8,12.07,48
918,2023-08-05,6,5,5,6.04,137
919,2023-01-19,26,1,1,20.13,178
920,2024-02-19,39,4,5,39.01,93
921,2024-12-08,26,3,2,2.53,29
922,2023-01-17,13,1,4,7.52,62
923,2024-03-22,35,2,2,19.61,122
924,2024-03-08,8,2,3,18.92,125
925,2024-04-27,29,5,4,23.64,101
926,2023-02-22,1,1,7,34.25,189
927,2024-08-15,36,3,1,20.47,152
928,2024-09-18,32,2,1,18.04,81
929,2024-07-20,18,4,8,25.66,166
930,2023-12-22,28,1,3,9.30,89
931,2024-03-24,33,2,10,14.89,155
932,2024-11-03,9,3,7,33.66,173
933,2024-10-30,24,4,3,12.73,192
934,2023-03-30,31,2,3,25.02,26
935,2024-03-01,20,2,4,39.97,92
936,2023-09-25,11,2,9,4.42,111
937,2023-04-27,15,1,9,11.80,88
938,2023-12-30,36,3,3,35.20,155
939,2024-11-16,4,4,8,30.72,28
940,2024-09-17,7,5,1,8.35,31
941,2023-07-30,11,3,8,20.94,26
942,2023-06-07,24,3,3,9.67,107
943,2023-01-07,31,3,5,5.24,96
944,2024-02-29,16,2,9,10.67,110
945,2024-02-28,30,5,6,18.82,198
946,2023-01-11,34,1,2,17.26,198
947,2023-06-18,4,4,1,26.38,148
948,2023-03-01,34,3,7,27.87,142
949,2023-11-08,21,3,1,36.21,157
950,2023-05-31,26,4,4,25.73,159
951,2024-10-29,23,4,4,5.20,138
952,2023-12-09,9,5,9,5.53,142
953,2023-11-16,22,2,1,23.37,139
954,2024-08-29,16,3,7,6.20,16
955,2024-01-17,33,3,2,26.74,32
956,2024-04-04,37,1,8,10.97,191
957,2024-08-18,35,5,4,12.81,184
958,2024-08-09,9,4,9,6.00,133
959,2024-08-19,24,4,2,18.18,106
960,2023-03-25,4,4,3,18.95,95
961,2024-11-24,26,5,9,17.00,68
962,2024-08-21,28,4,8,17.84,42
963,2023-05-28,9,4,8,28.77,136
964,2023-05-01,14,4,8,7.96,144
965,2024-01-14,39,4,2,23.73,11
966,2024-06-19,8,3,5,13.52,125
967,2023-01-29,10,5,7,35.98,73
968,2023-08-09,32,1,2,4.57,12
969,2024-03-03,37,3,10,14.84,97
970,2024-05-01,39,2,3,19.52,116
971,2024-11-14,10,3,2,27.25,105
972,2024-02-01,26,3,9,27.48,114
973,2023-10-12,6,2,1,32.25,182
974,2023-11-13,8,5,2,25.51,148
975,2023-02-24,34,2,8,2.71,169
976,2024-06-28,2,3,4,28.81,149
977,2024-03-30,35,5,6,3.71,6
978,2023-12-15,12,4,1,14.06,66
979,2023-04-04,7,5,3,8.94,197
980,2023-04-02,20,4,3,38.52,47
981,2023-01-28,4,3,7,7.41,83
982,2023-09-22,8,1,4,24.69,61
983,2024-05-19,33,4,2,14.10,142
984,2024-02-21,31,1,7,36.72,5
985,2023-10-03,38,1,4,26.76,33
986,2023-11-08,27,4,2,21.02,37
987,2024-01-18,11,2,9,38.53,143
988,2024-04-07,1,4,10,38.94,1
989,2023-03-03,18,5,5,16.45,90
990,2024-10-09,38,5,5,30.09,145
991,2023-03-13,6,4,2,29.55,72
992,2024-03-18,40,5,6,37.93,163
993,2023-09-25,29,3,4,14.22,54
994,2024-04-15,22,1,3,2.08,122
995,2023-01-05,12,4,9,28.73,196
996,2024-02-07,6,1,9,33.62,172
997,2024-03-31,8,3,7,15.60,46
998,2024-12-14,8,4,6,18.89,57
999,2023-01-21,23,2,2,25.76,184
1000,2023-08-15,32,3,1,36.37,181
1001,2024-09-12,1,2,7,12.54,129
1002,2024-05-20,36,2,10,24.91,45
1003,2023-03-08,9,1,3,23.66,59
1004,2024-06-19,18,2,1,28.33,137
1005,2024-09-21,36,4,1,26.36,167
1006,2023-02-23,28,4,5,21.70,127
1007,2024-01-06,3,2,1,17.96,115
1008,2023-11-20,26,2,6,23.73,7
1009,2023-08-20,28,1,4,14.51,17
1010,2024-10-03,7,1,8,2.91,161
1011,2023-12-09,16,1,8,14.95,14
1012,2023-12-08,16,1,10,31.04,161
1013,2024-04-02,8,1,1,16.34,178
1014,2023-03-08,4,4,1,25.80,17
1015,2023-04-15,4,5,1,16.50,25
1016,2024-09-24,15,5,10,12.29,99
1017,2024-04-20,40,5,2,37.63,7
1018,2024-04-09,22,5,4,2.47,183
1019,2023-03-11,13,5,3,11.74,108
1020,2024-05-07,40,4,3,32.29,16
1021,2023-05-11,38,4,9,30.67,80
1022,2024-08-20,10,2,8,15.03,95
1023,2023-01-09,38,2,1,33.13,144
1024,2023-02-25,23,2,4,9.65,18
1025,2023-12-16,31,4,10,34.38,145
1026,2023-12-10,20,4,6,19.26,11
1027,2024-05-22,1,2,4,10.10,124
1028,2023-12-06,25,2,7,39.62,93
1029,2023-01-11,23,1,9,13.04,50
1030,2024-10-08,24,1,1,12.80,57
1031,2023-09-26,12,3,9,9.45,46
1032,2023-09-26,2,2,7,35.63,87
1033,2023-08-04,30,2,6,27.11,135
1034,2024-09-30,5,1,3,6.97,49
1035,2023-07-16,25,3,6,39.13,63
1036,2023-02-17,38,2,9,7.65,64
1037,2023-02-24,18,2,9,35.66,54
1038,2023-03-25,40,1,3,30.55,166
1039,2024-06-05,32,5,8,29.07,135
1040,2024-12-12,32,4,5,26.25,150
1041,2024-10-27,14,2,4,10.91,56
1042,2023-11-10,25,5,3,16.22,141
1043,2023-03-28,6,3,8,10.75,11
1044,2024-04-21,40,3,7,18.44,95
1045,2024-05-24,18,4,1,10.88,166
1046,2023-03-19,6,3,9,26.46,71
1047,2023-08-22,8,1,6,9.61,51
1048,2024-11-22,17,3,5,24.95,36
1049,2024-07-10,1,3,5,31.76,104
1050,2024-02-20,1,4,9,38.16,102
1051,2023-08-22,14,4,4,31.87,194
1052,2024-04-24,30,3,2,9.14,198
1053,2024-12-15,14,4,8,3.14,36
1054,2024-08-14,20,1,8,33.70,87
1055,2023-08-19,28,4,9,24.30,146
1056,2023-02-02,10,3,10,24.91,156
1057,2024-08-10,25,2,7,16.68,122
1058,2023-04-22,37,4,5,5.96,142
1059,2023-07-01,39,4,1,4.64,99
1060,2023-10-18,15,3,9,4.18,133
1061,2023-01-12,21,4,7,6.21,138
1062,2024-03-04,5,4,4,9.82,111
1063,2024-12-27,31,2,10,13.79,52
1064,2024-05-29,30,3,4,38.89,37
1065,2024-04-01,26,5,4,36.59,126
1066,2024-04-16,37,1,2,35.48,117
1067,2023-12-22,20,4,10,34.29,107
1068,2023-09-13,40,4,8,27.05,179
1069,2024-08-05,26,1,4,8.00,161
1070,2024-07-04,5,2,8,30.95,32
1071,2024-01-13,7,5,6,8.26,54
1072,2024-06-02,30,1,2,27.67,119
1073,2024-01-26,26,2,7,11.52,182
1074,2023-05-20,30,4,8,22.84,63
1075,2024-12-31,9,4,5,8.48,5
1076,2024-09-13,12,3,2,16.85,20
1077,2024-11-18,18,2,8,10.23,9
1078,2024-11-22,14,4,1,32.84,165
1079,2024-11-09,7,4,5,24.73,13
1080,2024-01-22,16,3,4,2.61,8
1081,2023-01-15,13,1,4,5.67,171
1082,2023-06-21,11,1,7,32.99,83
1083,2024-07-29,13,5,4,17.01,110
1084,2023-05-04,14,1,6,2.57,168
1085,2023-11-20,25,2,8,27.00,72
1086,2024-10-27,24,1,2,17.62,197
1087,2024-09-05,7,5,10,38.44,154
1088,2023-11-29,25,2,6,30.95,177
1089,2023-11-22,31,1,6,9.74,150
1090,2024-04-04,33,2,9,39.56,60
1091,2023-01-22,8,3,4,30.78,159
1092,2023-03-23,9,3,8,7.76,53
1093,2024-10-19,16,5,8,14.49,72
1094,2023-11-22,3,5,7,12.96,7
1095,2023-08-23,22,3,4,4.05,171
1096,2023-09-12,15,5,7,8.97,162
1097,2023-01-07,32,1,4,39.70,53
1098,2023-05-09,12,5,9,37.41,61
1099,2024-06-03,28,4,5,9.51,109
1100,2023-06-30,16,3,5,38.77,52
1101,2023-10-06,6,3,7,19.89,109
1102,2024-06-01,28,2,8,21.36,98
1103,2024-03-13,20,5,9,29.61,66
1104,2024-01-25,20,4,5,25.03,19
1105,2023-12-08,31,2,3,2.16,129
1106,2024-01-19,26,4,7,16.18,126
1107,2023-11-12,38,1,7,39.71,32
1108,2024-01-30,11,2,7,31.31,193
1109,2023-12-23,32,3,1,37.21,189
1110,2023-09-10,31,1,6,27.70,179
1111,2024-11-12,10,3,10,27.88,66
1112,2023-09-11,38,2,1,5.51,183
1113,2024-01-29,38,1,9,35.29,43
1114,2024-03-13,20,5,9,16.55,79
1115,2024-02-26,6,1,10,15.09,37
1116,2023-10-03,14,4,5,13.46,44
1117,2024-05-18,7,1,7,26.87,188
1118,2024-03-17,12,3,3,9.52,47
1119,2024-05-29,29,5,4,4.24,47
1120,2023-07-16,27,4,10,26.18,21
1121,2023-10-28,25,1,5,3.13,61
1122,2024-05-04,7,1,1,38.30,171
1123,2024-08-19,7,2,9,16.28,134
1124,2023-09-30,31,3,10,16.09,88
1125,2023-11-19,24,4,7,39.06,85
1126,2023-04-13,30,4,3,38.89,32
1127,2024-06-27,16,3,8,27.04,122
1128,2024-06-11,13,1,6,18.14,93
1129,2023-02-16,21,4,4,17.21,157
1130,2023-03-25,28,4,2,13.17,50
1131,2024-12-30,34,5,9,20.92,23
1132,2023-11-05,36,4,3,38.29,124
1133,2024-11-09,16,2,4,37.88,180
1134,2023-04-02,28,1,3,14.41,99
1135,2023-10-15,17,4,2,37.06,163
1136,2024-05-18,22,2,10,24.83,165
1137,2023-12-18,25,5,7,10.49,30
1138,2023-10-25,8,1,6,37.61,191
1139,2023-04-29,24,2,6,23.92,1
1140,2023-11-15,38,5,4,39.23,82
1141,2024-01-09,9,5,10,6.05,3
1142,2024-07-05,21,2,5,20.99,117
1143,2023-05-31,19,2,1,13.74,177
1144,2023-05-07,37,4,4,28.76,97
1145,2023-03-02,10,2,4,4.00,199
1146,2023-07-03,26,3,3,22.82,87
1147,2024-03-08,31,3,7,22.06,73
1148,2023-10-17,13,5,7,14.29,149
1149,2023-02-25,20,4,3,18.79,124
1150,2023-10-26,14,2,4,2.35,186
1151,2024-08-12,10,4,7,8.39,15
1152,2023-04-09,31,2,1,21.59,87
1153,2024-08-30,10,4,4,11.15,126
1154,2023-11-06,39,2,7,39.66,172
1155,2024-11-05,30,4,5,18.91,3
1156,2023-05-03,6,1,8,36.52,58
1157,2023-01-24,37,5,8,30.32,152
1158,2023-07-05,31,4,5,5.78,17
1159,2024-12-31,12,4,1,33.06,136
1160,2024-05-15,34,5,9,32.02,32
1161,2023-08-01,8,2,10,2.20,115
1162,2023-11-18,3,2,10,8.13,144
1163,2023-09-20,6,1,9,38.72,44
1164,2024-03-09,1,2,5,37.94,76
1165,2024-11-05,29,2,10,13.89,91
1166,2024-09-12,33,2,2,3.70,10
1167,2023-07-12,20,2,3,10.21,92
1168,2023-10-12,40,4,2,11.91,167
1169,2023-06-17,30,1,5,37.73,37
1170,2024-07-02,5,3,4,23.42,166
1171,2024-06-07,11,4,3,31.94,98
1172,2023-01-27,16,1,5,6.18,141
1173,2024-02-21,22,1,6,31.57,38
1174,2023-08-20,1,1,7,10.44,27
1175,2023-05-07,34,3,10,20.61,136
1176,2023-12-24,37,3,9,5.76,13
1177,2023-06-24,25,2,6,27.76,137
1178,2024-07-18,26,4,10,2.36,132
1179,2024-12-31,9,2,7,12.16,186
1180,2024-10-16,16,5,7,8.96,91
1181,2024-04-24,19,3,7,29.30,59
1182,2023-11-09,6,3,7,34.12,163
1183,2023-03-23,16,1,3,5.21,74
1184,2024-07-21,1,4,9,7.18,128
1185,2024-06-11,35,1,7,25.40,49
1186,2023-01-08,28,5,6,30.08,136
1187,2024-12-01,3,5,8,27.63,196
1188,2024-06-20,12,1,6,21.52,14
1189,2024-03-08,25,2,6,14.84,174
1190,2023-09-13,8,3,5,12.06,1
1191,2024-10-08,26,2,5,38.45,132
1192,2023-02-06,40,4,1,25.39,85
1193,2023-11-02,7,1,6,9.07,91
1194,2023-01-10,28,4,4,21.54,40
1195,2024-02-25,32,1,3,11.51,121
1196,2024-02-09,20,3,7,22.38,69
1197,2023-04-22,29,2,3,18.49,92
1198,2024-12-27,8,2,5,16.99,191
1199,2023-12-06,11,2,8,39.35,31
1200,2024-03-07,36,4,3,31.05,103
1201,2023-06-01,7,2,5,24.89,195
