id_fatto,id_tempo,id_prodotto,id_farmacia,id_cliente,quantita,prezzo_unitario,fatturato,margine
530,20241022,18,4,116,6,21.80,130.80,11.94
531,20240228,12,1,191,3,27.16,81.48,66.30
532,20241218,6,2,122,3,5.63,16.89,-20.31
533,20240715,2,4,68,9,5.16,46.44,9.72
534,20240924,6,4,114,5,30.03,150.15,88.15
535,20241003,9,5,170,3,7.57,22.71,12.84
536,20240101,31,4,35,9,22.84,205.56,143.19
537,20241215,12,5,145,10,30.46,304.60,254.00
538,20240321,35,3,23,6,10.63,63.78,-5.10
539,20240328,24,4,134,5,2.40,12.00,-49.55
540,20230520,19,4,126,9,16.49,148.41,80.91
541,20240503,1,4,141,5,32.28,161.40,143.60
542,20240118,27,5,189,7,8.20,57.40,26.18
543,20241023,25,2,133,5,25.76,128.80,101.00
544,20240919,18,3,18,9,17.69,159.21,-19.08
545,20230706,19,1,160,8,12.34,98.72,38.72
546,20240518,21,1,48,3,22.33,66.99,58.83
547,20230415,18,2,39,8,10.85,86.80,-71.68
548,20230116,14,3,96,7,32.38,226.66,180.18
549,20240419,3,3,15,2,38.16,76.32,57.70
550,20230930,5,5,65,8,36.04,288.32,180.16
551,20240126,8,2,189,7,18.83,131.81,-2.66
552,20230204,30,1,100,9,9.92,89.28,-71.55
553,20241128,21,2,32,1,22.88,22.88,20.16
554,20230917,20,2,56,6,34.82,208.92,108.72
555,20230426,28,3,31,1,12.49,12.49,3.93
556,20240210,1,1,153,10,20.06,200.60,165.00
557,20230608,6,2,87,3,28.07,84.21,47.01
558,20241002,4,3,33,3,32.08,96.24,63.69
559,20240514,21,5,50,6,18.67,112.02,95.70
560,20230122,25,3,181,3,3.50,10.50,-6.18
561,20240324,19,5,90,8,9.09,72.72,12.72
562,20231128,30,3,18,10,23.07,230.70,52.00
563,20240627,29,3,199,5,19.26,96.30,9.20
564,20241015,25,2,159,1,15.83,15.83,10.27
565,20230902,5,5,197,7,27.96,195.72,101.08
566,20240718,40,3,25,6,14.24,85.44,17.88
567,20240619,5,1,28,3,3.19,9.57,-30.99
568,20240512,7,1,126,10,16.77,167.70,23.50
569,20240622,38,3,19,1,25.03,25.03,9.99
570,20230114,32,1,143,8,4.31,34.48,-107.12
571,20240301,4,5,78,5,29.90,149.50,95.25
572,20230321,34,1,49,2,22.20,44.40,22.62
573,20230717,16,5,192,3,23.21,69.63,13.14
574,20230419,37,3,27,8,18.23,145.84,98.40
575,20230620,36,4,154,9,8.01,72.09,4.59
576,20240329,21,5,163,6,17.67,106.02,89.70
577,20240316,21,5,197,4,10.13,40.52,29.64
578,20240717,17,3,186,8,17.09,136.72,16.80
579,20230205,39,1,2,9,35.83,322.47,199.08
580,20231104,14,3,71,1,37.85,37.85,31.21
581,20240720,36,5,92,10,3.43,34.30,-40.70
582,20230609,17,3,77,10,11.74,117.40,-32.50
583,20230405,26,5,124,4,29.50,118.00,56.08
584,20230627,37,1,148,10,3.42,34.20,-25.10
585,20240126,4,3,31,6,18.50,111.00,45.90
586,20230821,39,1,82,7,21.93,153.51,57.54
587,20240706,10,3,173,9,7.82,70.38,-64.62
588,20240207,39,5,101,9,18.41,165.69,42.30
589,20230601,22,1,103,8,3.87,30.96,-78.08
590,20230926,26,5,35,7,6.95,48.65,-59.71
591,20240507,13,4,158,7,9.45,66.15,24.64
592,20240620,16,1,148,5,14.29,71.45,-22.70
593,20230402,27,4,153,6,14.19,85.14,58.38
594,20241102,20,2,114,6,39.63,237.78,137.58
595,20240930,29,1,194,4,16.21,64.84,-4.84
596,20230329,4,2,74,10,35.01,350.10,241.60
597,20230115,8,3,190,8,14.61,116.88,-36.80
598,20240704,14,5,160,9,22.85,205.65,145.89
599,20230525,2,4,66,10,22.02,220.20,179.40
600,20230624,19,2,3,10,19.67,196.70,121.70
601,20230310,18,3,167,2,40.25,80.50,40.88
602,20240131,25,5,153,2,20.42,40.84,29.72
603,20240628,12,2,183,9,23.31,209.79,164.25
604,20230123,16,5,41,5,16.95,84.75,-9.40
605,20230119,23,3,129,5,39.17,195.85,163.85
606,20231010,17,4,58,1,38.07,38.07,23.08
607,20230605,26,2,174,2,21.79,43.58,12.62
608,20240919,15,4,80,4,18.21,72.84,39.44
609,20240911,29,5,139,3,7.27,21.81,-30.45
610,20241201,9,3,198,9,18.34,165.06,135.45
611,20230529,37,2,185,6,22.25,133.50,97.92
612,20230502,21,2,106,1,35.45,35.45,32.73
613,20240226,29,3,48,3,6.06,18.18,-34.08
614,20230127,40,3,60,10,10.77,107.70,-4.90
615,20230825,2,3,129,2,20.11,40.22,32.06
616,20240911,24,2,50,7,7.23,50.61,-35.56
617,20230820,27,1,172,5,10.46,52.30,30.00
618,20230727,5,2,84,8,20.62,164.96,56.80
619,20240413,28,4,185,1,33.32,33.32,24.76
620,20231117,40,5,181,10,26.37,263.70,151.10
621,20230209,7,4,63,8,3.61,28.88,-86.48
622,20240615,26,1,13,9,31.08,279.72,140.40
623,20230714,29,4,43,5,12.86,64.30,-22.80
624,20240308,40,1,166,9,19.62,176.58,75.24
625,20240407,33,1,179,3,37.64,112.92,57.78
626,20240713,26,4,152,6,8.80,52.80,-40.08
627,20241230,30,1,183,5,26.65,133.25,43.90
628,20230617,8,1,22,2,26.09,52.18,13.76
629,20240620,25,5,98,10,16.39,163.90,108.30
630,20230214,22,5,197,3,7.50,22.50,-18.39
631,20241230,27,3,74,5,38.52,192.60,170.30
632,20241003,8,2,196,4,31.46,125.84,49.00
633,20230917,30,4,127,8,2.22,17.76,-125.20
634,20230901,38,4,154,8,5.02,40.16,-80.16
635,20230107,36,3,54,10,33.16,331.60,256.60
636,20230220,10,1,171,6,34.45,206.70,116.70
637,20240814,20,3,46,2,17.84,35.68,2.28
638,20230615,19,5,117,10,23.36,233.60,158.60
639,20240815,3,1,18,5,36.11,180.55,134.00
640,20240313,5,3,71,8,28.40,227.20,119.04
641,20231204,27,5,28,4,25.26,101.04,83.20
642,20240808,34,1,181,8,24.98,199.84,112.72
643,20231022,39,3,91,5,39.81,199.05,130.50
644,20230513,37,4,47,9,20.91,188.19,134.82
645,20240916,19,2,31,1,19.67,19.67,12.17
646,20230801,27,4,164,1,23.30,23.30,18.84
647,20230806,13,3,130,5,13.70,68.50,38.85
648,20240717,1,1,158,6,29.53,177.18,155.82
649,20230130,13,3,122,6,20.21,121.26,85.68
650,20230206,9,4,138,3,35.90,107.70,97.83
651,20231210,27,1,81,9,29.55,265.95,225.81
652,20240722,2,2,91,10,32.38,323.80,283.00
653,20230309,18,1,43,6,25.81,154.86,36.00
654,20240807,25,2,79,10,31.73,317.30,261.70
655,20241223,3,3,96,7,35.33,247.31,182.14
656,20240407,14,5,10,5,16.22,81.10,47.90
657,20230726,29,5,40,1,36.39,36.39,18.97
658,20230714,31,5,26,5,7.45,37.25,2.60
659,20240612,9,2,134,1,29.12,29.12,25.83
660,20230429,20,1,12,10,14.67,146.70,-20.30
661,20230416,20,1,54,10,26.28,262.80,95.80
662,20231125,13,3,172,5,31.37,156.85,127.20
663,20230501,10,2,144,5,38.42,192.10,117.10
664,20240610,14,5,181,6,12.30,73.80,33.96
665,20231018,16,2,139,2,35.91,71.82,34.16
666,20240330,9,1,99,8,3.92,31.36,5.04
667,20230225,28,4,162,3,35.87,107.61,81.93
668,20241207,29,5,183,6,33.06,198.36,93.84
669,20241117,6,4,179,10,32.89,328.90,204.90
670,20240424,30,3,37,8,38.00,304.00,161.04
671,20240923,24,4,84,3,27.28,81.84,44.91
672,20240409,2,1,44,8,20.19,161.52,128.88
673,20231017,39,5,183,3,17.42,52.26,11.13
674,20230420,36,1,106,5,17.23,86.15,48.65
675,20230902,16,5,88,3,16.59,49.77,-6.72
676,20230802,38,4,178,7,15.00,105.00,-0.28
677,20230830,5,5,84,8,24.65,197.20,89.04
678,20240722,29,2,28,5,4.65,23.25,-63.85
679,20241202,25,3,56,8,4.34,34.72,-9.76
680,20230523,1,2,158,3,13.08,39.24,28.56
681,20240814,13,2,174,6,32.19,193.14,157.56
682,20231108,23,1,131,10,9.73,97.30,33.30
683,20240218,19,1,1,6,38.78,232.68,187.68
684,20241221,23,1,180,5,10.94,54.70,22.70
685,20240827,21,4,170,7,22.71,158.97,139.93
686,20230627,9,2,107,9,37.13,334.17,304.56
687,20230607,9,2,185,1,2.60,2.60,-0.69
688,20240513,28,2,117,2,32.63,65.26,48.14
689,20241213,28,5,116,3,18.12,54.36,28.68
690,20240129,15,2,188,7,23.96,167.72,109.27
691,20230831,33,3,9,7,23.90,167.30,38.64
692,20230208,31,3,21,2,38.55,77.10,63.24
693,20230526,34,3,157,8,21.89,175.12,88.00
694,20230401,31,1,14,9,13.87,124.83,62.46
695,20231218,1,4,188,8,19.83,158.64,130.16
696,20231206,23,3,153,5,28.41,142.05,110.05
697,20231108,37,3,147,1,23.97,23.97,18.04
698,20230222,19,5,130,1,5.14,5.14,-2.36
699,20230320,17,2,4,10,34.60,346.00,196.10
700,20230425,12,5,45,3,16.05,48.15,32.97
701,20230925,16,4,88,3,34.76,104.28,47.79
702,20230328,39,2,99,8,17.69,141.52,31.84
703,20230901,29,2,14,4,33.99,135.96,66.28
704,20241019,8,1,122,3,20.10,60.30,2.67
705,20240629,25,4,112,8,22.16,177.28,132.80
706,20230113,29,4,11,6,27.95,167.70,63.18
707,20230410,23,4,86,10,34.62,346.20,282.20
708,20231004,7,3,192,10,31.38,313.80,169.60
709,20230905,38,2,47,9,28.23,254.07,118.71
710,20231117,1,1,26,2,7.70,15.40,8.28
711,20240621,29,3,9,4,11.57,46.28,-23.40
712,20230125,6,1,154,10,33.75,337.50,213.50
713,20241015,8,1,166,10,26.94,269.40,77.30
714,20240802,8,2,20,5,27.10,135.50,39.45
715,20241016,18,4,71,6,31.67,190.02,71.16
716,20230305,25,3,46,1,32.89,32.89,27.33
717,20240327,32,2,28,10,26.53,265.30,88.30
718,20230528,28,2,184,10,36.68,366.80,281.20
719,20230923,3,1,115,2,11.52,23.04,4.42
720,20230120,10,1,180,1,12.12,12.12,-2.88
721,20231204,37,1,123,9,31.30,281.70,228.33
722,20240322,5,5,177,4,19.76,79.04,24.96
723,20240508,37,5,15,6,13.51,81.06,45.48
724,20241009,6,3,118,9,14.92,134.28,22.68
725,20231024,13,2,49,9,16.60,149.40,96.03
726,20231103,25,1,113,6,35.64,213.84,180.48
727,20230714,3,2,126,1,24.53,24.53,15.22
728,20240203,35,3,116,8,33.70,269.60,177.76
729,20230117,22,1,31,6,3.63,21.78,-60.00
730,20230805,34,4,19,9,24.02,216.18,118.17
731,20230207,10,4,12,1,36.88,36.88,21.88
732,20230906,9,1,25,3,36.38,109.14,99.27
733,20240412,11,5,128,2,6.04,12.08,-11.34
734,20240901,15,1,189,4,32.84,131.36,97.96
735,20241125,21,1,55,10,14.22,142.20,115.00
736,20230216,12,3,107,2,7.37,14.74,4.62
737,20230622,24,5,11,3,37.18,111.54,74.61
738,20230517,40,4,125,3,22.39,67.17,33.39
739,20230324,1,2,73,2,24.56,49.12,42.00
740,20240302,31,2,116,4,12.30,49.20,21.48
741,20240226,12,5,157,1,29.25,29.25,24.19
742,20230401,20,3,61,7,37.52,262.64,145.74
743,20230716,34,1,139,10,30.92,309.20,200.30
744,20240603,30,2,39,5,6.28,31.40,-57.95
745,20241202,32,2,166,3,3.64,10.92,-42.18
746,20240108,14,4,195,5,32.60,163.00,129.80
747,20240409,7,1,125,9,31.85,286.65,156.87
748,20240611,5,2,51,8,14.39,115.12,6.96
749,20241124,15,1,106,6,11.01,66.06,15.96
750,20230724,15,1,112,8,4.06,32.48,-34.32
751,20230529,40,4,185,3,7.18,21.54,-12.24
752,20230718,23,3,146,4,3.22,12.88,-12.72
753,20230303,9,1,88,8,8.51,68.08,41.76
754,20230814,39,2,142,10,23.97,239.70,102.60
755,20230824,27,5,122,8,10.22,81.76,46.08
756,20240418,1,4,57,4,18.50,74.00,59.76
757,20240828,37,1,121,7,3.52,24.64,-16.87
758,20240531,28,5,26,7,32.32,226.24,166.32
759,20240408,16,1,105,9,28.34,255.06,85.59
760,20230812,23,3,123,4,5.45,21.80,-3.80
761,20241116,11,4,117,10,2.93,29.30,-87.80
762,20240419,26,2,1,6,28.75,172.50,79.62
763,20241004,25,3,70,9,18.18,163.62,113.58
764,20241215,35,5,86,4,5.08,20.32,-25.60
765,20230226,24,1,11,2,19.68,39.36,14.74
766,20240110,12,5,36,2,31.40,62.80,52.68
767,20231209,35,1,180,8,30.59,244.72,152.88
768,20230803,15,3,109,6,21.14,126.84,76.74
769,20231011,5,3,32,6,21.06,126.36,45.24
770,20240426,35,5,173,5,15.99,79.95,22.55
771,20241210,13,4,74,2,36.12,72.24,60.38
772,20230320,11,3,53,2,20.86,41.72,18.30
773,20240617,2,3,34,7,22.57,157.99,129.43
774,20240430,27,4,60,1,4.39,4.39,-0.07
775,20240616,22,4,84,10,26.55,265.50,129.20
776,20240512,34,5,79,8,23.56,188.48,101.36
777,20230625,15,4,13,6,31.25,187.50,137.40
778,20230601,19,4,138,3,8.11,24.33,1.83
779,20231020,12,2,82,3,3.56,10.68,-4.50
780,20240811,29,3,9,6,23.37,140.22,35.70
781,20241112,23,2,137,6,39.07,234.42,196.02
782,20231105,2,4,82,8,38.02,304.16,271.52
783,20230609,35,5,75,6,13.23,79.38,10.50
784,20240810,10,5,123,8,6.27,50.16,-69.84
785,20230211,36,1,159,5,9.19,45.95,8.45
786,20230814,23,1,150,6,26.37,158.22,119.82
787,20240623,18,2,174,1,34.28,34.28,14.47
788,20241118,33,4,131,4,24.92,99.68,26.16
789,20230227,24,4,99,3,18.25,54.75,17.82
790,20240117,19,3,144,6,18.93,113.58,68.58
791,20230331,29,4,109,8,32.62,260.96,121.60
792,20240229,38,5,135,2,13.52,27.04,-3.04
793,20231210,38,4,164,2,34.00,68.00,37.92
794,20231007,12,5,36,8,30.70,245.60,205.12
795,20230724,25,3,78,9,33.27,299.43,249.39
796,20240822,32,5,40,8,32.07,256.56,114.96
797,20230926,31,1,177,5,20.69,103.45,68.80
798,20241022,2,1,154,5,38.88,194.40,174.00
799,20240106,31,5,122,7,25.86,181.02,132.51
800,20241211,24,5,67,10,29.14,291.40,168.30
801,20230616,4,2,92,6,28.34,170.04,104.94
802,20230617,18,3,13,7,38.30,268.10,129.43
803,20231024,34,1,196,9,25.87,232.83,134.82
804,20230407,11,5,176,6,33.42,200.52,130.26
805,20231105,24,1,4,9,33.29,299.61,188.82
806,20230521,19,3,42,8,36.99,295.92,235.92
807,20230415,10,5,144,4,32.21,128.84,68.84
808,20240920,34,5,107,9,32.50,292.50,194.49
809,20240416,8,2,93,1,13.84,13.84,-5.37
810,20230523,39,5,191,6,13.58,81.48,-0.78
811,20230502,9,2,21,4,9.97,39.88,26.72
812,20240311,8,1,11,1,30.78,30.78,11.57
813,20230721,3,5,65,10,6.52,65.20,-27.90
814,20230214,20,1,53,2,36.96,73.92,40.52
815,20240824,12,3,72,1,34.14,34.14,29.08
816,20240816,23,2,130,9,25.29,227.61,170.01
817,20240806,7,5,73,1,29.20,29.20,14.78
818,20230625,1,1,122,4,34.35,137.40,123.16
819,20240111,38,2,91,8,6.08,48.64,-71.68
820,20240124,14,5,81,4,30.93,123.72,97.16
821,20230507,8,5,74,3,15.73,47.19,-10.44
822,20240724,3,1,117,6,16.62,99.72,43.86
823,20240906,20,4,110,4,13.04,52.16,-14.64
824,20230713,31,3,173,3,9.74,29.22,8.43
825,20240518,7,4,31,8,27.71,221.68,106.32
826,20230527,26,5,44,2,35.91,71.82,40.86
827,20230308,13,3,32,4,39.65,158.60,134.88
828,20230827,32,3,165,10,30.74,307.40,130.40
829,20240214,31,5,38,7,21.43,150.01,101.50
830,20240410,8,3,35,8,25.88,207.04,53.36
831,20230131,4,1,98,8,38.94,311.52,224.72
832,20240911,21,2,20,5,5.66,28.30,14.70
833,20241107,32,4,130,4,20.92,83.68,12.88
834,20230925,22,5,196,9,23.37,210.33,87.66
835,20230202,8,4,118,8,16.30,130.40,-23.28
836,20230206,12,5,111,5,8.24,41.20,15.90
837,20230518,25,4,142,2,20.64,41.28,30.16
838,20241202,37,4,15,8,7.94,63.52,16.08
839,20240205,32,5,73,7,15.41,107.87,-16.03
840,20231125,2,5,190,1,15.92,15.92,11.84
841,20240820,22,4,106,2,39.69,79.38,52.12
842,20231226,16,2,177,4,24.52,98.08,22.76
843,20230309,8,3,84,3,31.46,94.38,36.75
844,20230208,28,5,179,9,12.13,109.17,32.13
845,20240425,2,3,26,7,14.25,99.75,71.19
846,20240515,14,3,87,8,31.07,248.56,195.44
847,20230620,20,3,20,7,26.15,183.05,66.15
848,20240702,19,3,58,1,23.79,23.79,16.29
849,20241001,6,5,146,2,12.39,24.78,-0.02
850,20240627,28,2,78,6,26.76,160.56,109.20
851,20240531,28,5,160,6,17.29,103.74,52.38
852,20240611,36,2,48,1,21.62,21.62,14.12
853,20240813,14,4,158,5,22.24,111.20,78.00
854,20240320,4,5,39,4,7.61,30.44,-12.96
855,20241202,28,4,163,6,36.62,219.72,168.36
856,20230728,18,3,104,3,24.85,74.55,15.12
857,20230902,10,2,119,1,33.43,33.43,18.43
858,20240512,28,4,8,1,12.36,12.36,3.80
859,20230922,36,2,6,1,20.46,20.46,12.96
860,20230226,21,5,105,5,36.22,181.10,167.50
861,20240108,6,4,129,3,23.70,71.10,33.90
862,20230504,38,5,154,5,5.43,27.15,-48.05
863,20230506,22,5,109,7,30.27,211.89,116.48
864,20230812,7,2,66,4,18.70,74.80,17.12
865,20240826,32,5,140,6,6.29,37.74,-68.46
866,20240309,16,3,79,3,29.20,87.60,31.11
867,20230122,39,1,62,1,31.97,31.97,18.26
868,20230917,25,3,137,6,28.04,168.24,134.88
869,20230831,25,1,78,7,36.88,258.16,219.24
870,20230403,20,2,197,3,25.99,77.97,27.87
871,20241021,3,3,121,2,37.74,75.48,56.86
872,20240227,28,1,91,3,21.24,63.72,38.04
873,20240306,36,3,165,8,30.96,247.68,187.68
874,20241018,29,2,81,1,25.88,25.88,8.46
875,20240812,8,2,167,4,38.85,155.40,78.56
876,20230514,27,3,67,8,29.94,239.52,203.84
877,20230627,38,3,47,5,17.75,88.75,13.55
878,20240207,37,2,166,1,37.08,37.08,31.15
879,20240918,15,1,44,8,28.65,229.20,162.40
880,20230220,40,4,95,10,5.38,53.80,-58.80
881,20230624,8,1,117,9,36.96,332.64,159.75
882,20241120,8,2,69,4,34.75,139.00,62.16
883,20231022,32,4,56,3,9.85,29.55,-23.55
884,20231017,13,4,75,3,7.55,22.65,4.86
885,20230926,40,4,118,4,28.00,112.00,66.96
886,20230329,31,2,55,6,17.11,102.66,61.08
887,20241231,28,5,14,5,23.17,115.85,73.05
888,20231207,31,3,154,10,38.75,387.50,318.20
889,20241227,3,1,102,5,16.48,82.40,35.85
890,20241118,9,5,129,1,11.89,11.89,8.60
891,20240519,30,2,37,2,22.16,44.32,8.58
892,20230924,21,1,72,3,38.99,116.97,108.81
893,20240105,19,3,133,10,37.22,372.20,297.20
894,20231117,11,3,169,8,7.75,62.00,-31.68
895,20241013,4,2,121,3,8.96,26.88,-5.67
896,20230924,30,4,11,2,37.23,74.46,38.72
897,20240328,36,4,38,8,34.14,273.12,213.12
898,20230507,6,2,131,5,8.40,42.00,-20.00
899,20231007,38,2,197,10,2.16,21.60,-128.80
900,20240807,27,1,85,4,27.72,110.88,93.04
901,20230127,8,4,83,6,38.15,228.90,113.64
902,20230607,6,4,153,8,38.30,306.40,207.20
903,20241104,22,1,188,10,14.35,143.50,7.20
904,20240805,14,1,19,5,4.11,20.55,-12.65
905,20240714,25,1,198,7,11.12,77.84,38.92
906,20240213,2,2,166,3,17.29,51.87,39.63
907,20241031,8,3,80,8,29.96,239.68,86.00
908,20241202,9,3,126,2,21.48,42.96,36.38
909,20240401,31,3,109,10,5.43,54.30,-15.00
910,20240113,12,4,119,7,21.51,150.57,115.15
911,20241123,10,4,75,9,21.94,197.46,62.46
912,20240424,6,4,77,5,6.86,34.30,-27.70
913,20230912,28,3,12,10,4.91,49.10,-36.50
914,20240609,33,4,146,7,27.11,189.77,61.11
915,20230917,17,5,190,2,2.62,5.24,-24.74
916,20241108,12,2,181,7,17.82,124.74,89.32
917,20231101,38,4,48,8,12.07,96.56,-23.76
918,20230805,6,5,137,5,6.04,30.20,-31.80
919,20230119,26,1,178,1,20.13,20.13,4.65
920,20240219,39,4,93,5,39.01,195.05,126.50
921,20241208,26,3,29,2,2.53,5.06,-25.90
922,20230117,13,1,62,4,7.52,30.08,6.36
923,20240322,35,2,122,2,19.61,39.22,16.26
924,20240308,8,2,125,3,18.92,56.76,-0.87
925,20240427,29,5,101,4,23.64,94.56,24.88
926,20230222,1,1,189,7,34.25,239.75,214.83
927,20240815,36,3,152,1,20.47,20.47,12.97
928,20240918,32,2,81,1,18.04,18.04,0.34
929,20240720,18,4,166,8,25.66,205.28,46.80
930,20231222,28,1,89,3,9.30,27.90,2.22
931,20240324,33,2,155,10,14.89,148.90,-34.90
932,20241103,9,3,173,7,33.66,235.62,212.59
933,20241030,24,4,192,3,12.73,38.19,1.26
934,20230330,31,2,26,3,25.02,75.06,54.27
935,20240301,20,2,92,4,39.97,159.88,93.08
936,20230925,11,2,111,9,4.42,39.78,-65.61
937,20230427,15,1,88,9,11.80,106.20,31.05
938,20231230,36,3,155,3,35.20,105.60,83.10
939,20241116,4,4,28,8,30.72,245.76,158.96
940,20240917,7,5,31,1,8.35,8.35,-6.07
941,20230730,11,3,26,8,20.94,167.52,73.84
942,20230607,24,3,107,3,9.67,29.01,-7.92
943,20230107,31,3,96,5,5.24,26.20,-8.45
944,20240229,16,2,110,9,10.67,96.03,-73.44
945,20240228,30,5,198,6,18.82,112.92,5.70
946,20230111,34,1,198,2,17.26,34.52,12.74
947,20230618,4,4,148,1,26.38,26.38,15.53
948,20230301,34,3,142,7,27.87,195.09,118.86
949,20231108,21,3,157,1,36.21,36.21,33.49
950,20230531,26,4,159,4,25.73,102.92,41.00
951,20241029,23,4,138,4,5.20,20.80,-4.80
952,20231209,9,5,142,9,5.53,49.77,20.16
953,20231116,22,2,139,1,23.37,23.37,9.74
954,20240829,16,3,16,7,6.20,43.40,-88.41
955,20240117,33,3,32,2,26.74,53.48,16.72
956,20240404,37,1,191,8,10.97,87.76,40.32
957,20240818,35,5,184,4,12.81,51.24,5.32
958,20240809,9,4,133,9,6.00,54.00,24.39
959,20240819,24,4,106,2,18.18,36.36,11.74
960,20230325,4,4,95,3,18.95,56.85,24.30
961,20241124,26,5,68,9,17.00,153.00,13.68
962,20240821,28,4,42,8,17.84,142.72,74.24
963,20230528,9,4,136,8,28.77,230.16,203.84
964,20230501,14,4,144,8,7.96,63.68,10.56
965,20240114,39,4,11,2,23.73,47.46,20.04
966,20240619,8,3,125,5,13.52,67.60,-28.45
967,20230129,10,5,73,7,35.98,251.86,146.86
968,20230809,32,1,12,2,4.57,9.14,-26.26
969,20240303,37,3,97,10,14.84,148.40,89.10
970,20240501,39,2,116,3,19.52,58.56,17.43
971,20241114,10,3,105,2,27.25,54.50,24.50
972,20240201,26,3,114,9,27.48,247.32,108.00
973,20231012,6,2,182,1,32.25,32.25,19.85
974,20231113,8,5,148,2,25.51,51.02,12.60
975,20230224,34,2,169,8,2.71,21.68,-65.44
976,20240628,2,3,149,4,28.81,115.24,98.92
977,20240330,35,5,6,6,3.71,22.26,-46.62
978,20231215,12,4,66,1,14.06,14.06,9.00
979,20230404,7,5,197,3,8.94,26.82,-16.44
980,20230402,20,4,47,3,38.52,115.56,65.46
981,20230128,4,3,83,7,7.41,51.87,-24.08
982,20230922,8,1,61,4,24.69,98.76,21.92
983,20240519,33,4,142,2,14.10,28.20,-8.56
984,20240221,31,1,5,7,36.72,257.04,208.53
985,20231003,38,1,33,4,26.76,107.04,46.88
986,20231108,27,4,37,2,21.02,42.04,33.12
987,20240118,11,2,143,9,38.53,346.77,241.38
988,20240407,1,4,1,10,38.94,389.40,353.80
989,20230303,18,5,90,5,16.45,82.25,-16.80
990,20241009,38,5,145,5,30.09,150.45,75.25
991,20230313,6,4,72,2,29.55,59.10,34.30
992,20240318,40,5,163,6,37.93,227.58,160.02
993,20230925,29,3,54,4,14.22,56.88,-12.80
994,20240415,22,1,122,3,2.08,6.24,-34.65
995,20230105,12,4,196,9,28.73,258.57,213.03
996,20240207,6,1,172,9,33.62,302.58,190.98
997,20240331,8,3,46,7,15.60,109.20,-25.27
998,20241214,8,4,57,6,18.89,113.34,-1.92
999,20230121,23,2,184,2,25.76,51.52,38.72
1000,20230815,32,3,181,1,36.37,36.37,18.67
1001,20240912,1,2,129,7,12.54,87.78,62.86
1002,20240520,36,2,45,10,24.91,249.10,174.10
1003,20230308,9,1,59,3,23.66,70.98,61.11
1004,20240619,18,2,137,1,28.33,28.33,8.52
1005,20240921,36,4,167,1,26.36,26.36,18.86
1006,20230223,28,4,127,5,21.70,108.50,65.70
1007,20240106,3,2,115,1,17.96,17.96,8.65
1008,20231120,26,2,7,6,23.73,142.38,49.50
1009,20230820,28,1,17,4,14.51,58.04,23.80
1010,20241003,7,1,161,8,2.91,23.28,-92.08
1011,20231209,16,1,14,8,14.95,119.60,-31.04
1012,20231208,16,1,161,10,31.04,310.40,122.10
1013,20240402,8,1,178,1,16.34,16.34,-2.87
1014,20230308,4,4,17,1,25.80,25.80,14.95
1015,20230415,4,5,25,1,16.50,16.50,5.65
1016,20240924,15,5,99,10,12.29,122.90,39.40
1017,20240420,40,5,7,2,37.63,75.26,52.74
1018,20240409,22,5,183,4,2.47,9.88,-44.64
1019,20230311,13,5,108,3,11.74,35.22,17.43
1020,20240507,40,4,16,3,32.29,96.87,63.09
1021,20230511,38,4,80,9,30.67,276.03,140.67
1022,20240820,10,2,95,8,15.03,120.24,0.24
1023,20230109,38,2,144,1,33.13,33.13,18.09
1024,20230225,23,2,18,4,9.65,38.60,13.00
1025,20231216,31,4,145,10,34.38,343.80,274.50
1026,20231210,20,4,11,6,19.26,115.56,15.36
1027,20240522,1,2,124,4,10.10,40.40,26.16
1028,20231206,25,2,93,7,39.62,277.34,238.42
1029,20230111,23,1,50,9,13.04,117.36,59.76
1030,20241008,24,1,57,1,12.80,12.80,0.49
1031,20230926,12,3,46,9,9.45,85.05,39.51
1032,20230926,2,2,87,7,35.63,249.41,220.85
1033,20230804,30,2,135,6,27.11,162.66,55.44
1034,20240930,5,1,49,3,6.97,20.91,-19.65
1035,20230716,25,3,63,6,39.13,234.78,201.42
1036,20230217,38,2,64,9,7.65,68.85,-66.51
1037,20230224,18,2,54,9,35.66,320.94,142.65
1038,20230325,40,1,166,3,30.55,91.65,57.87
1039,20240605,32,5,135,8,29.07,232.56,90.96
1040,20241212,32,4,150,5,26.25,131.25,42.75
1041,20241027,14,2,56,4,10.91,43.64,17.08
1042,20231110,25,5,141,3,16.22,48.66,31.98
1043,20230328,6,3,11,8,10.75,86.00,-13.20
1044,20240421,40,3,95,7,18.44,129.08,50.26
1045,20240524,18,4,166,1,10.88,10.88,-8.93
1046,20230319,6,3,71,9,26.46,238.14,126.54
1047,20230822,8,1,51,6,9.61,57.66,-57.60
1048,20241122,17,3,36,5,24.95,124.75,49.80
1049,20240710,1,3,104,5,31.76,158.80,141.00
1050,20240220,1,4,102,9,38.16,343.44,311.40
1051,20230822,14,4,194,4,31.87,127.48,100.92
1052,20240424,30,3,198,2,9.14,18.28,-17.46
1053,20241215,14,4,36,8,3.14,25.12,-28.00
1054,20240814,20,1,87,8,33.70,269.60,136.00
1055,20230819,28,4,146,9,24.30,218.70,141.66
1056,20230202,10,3,156,10,24.91,249.10,99.10
1057,20240810,25,2,122,7,16.68,116.76,77.84
1058,20230422,37,4,142,5,5.96,29.80,0.15
